question_id,statement,human_labels,alternative_label,jaccard_distance,consensus_status,filter_reason,models_supporting_alternative_label,supporting_model_count
68,"At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ”",fallacy of logic,faulty generalization,0.6115277711302042,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,8
69,"The simple fact is , humans know very little about the climate cycles of our world .",fallacy of logic,faulty generalization,0.6191666636615991,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,14
70,Global human emissions are only 3 per cent of total annual emissions . It has never been shown that human emissions of carbon dioxide drive global warming .,fallacy of logic; faulty generalization,fallacy of relevance,0.6627777727941672,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,9
70,Global human emissions are only 3 per cent of total annual emissions . It has never been shown that human emissions of carbon dioxide drive global warming .,fallacy of logic; faulty generalization,false causality,0.6627777727941672,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
72,"“ Even for 2°C of warming , more than a billion people may need to be relocated and in high-end scenarios , the scale of destruction is beyond our capacity to model with a high likelihood of human civilization coming to an end , ” the report notes .",fallacy of logic,appeal to emotion,0.5680555480221907,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
72,"“ Even for 2°C of warming , more than a billion people may need to be relocated and in high-end scenarios , the scale of destruction is beyond our capacity to model with a high likelihood of human civilization coming to an end , ” the report notes .",fallacy of logic,false causality,0.5680555480221907,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
72,"“ Even for 2°C of warming , more than a billion people may need to be relocated and in high-end scenarios , the scale of destruction is beyond our capacity to model with a high likelihood of human civilization coming to an end , ” the report notes .",fallacy of logic,faulty generalization,0.5680555480221907,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
73,There ’ s very strange things going on on planet Earth right now . ”,fallacy of logic,appeal to emotion,0.6840277743836244,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,10
73,There ’ s very strange things going on on planet Earth right now . ”,fallacy of logic,faulty generalization,0.6840277743836244,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
74,"In return for crippling our economy , the Paris Agreement would do next to nothing to impact global temperatures .",fallacy of logic; faulty generalization,appeal to emotion,0.6662499965478976,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
74,"In return for crippling our economy , the Paris Agreement would do next to nothing to impact global temperatures .",fallacy of logic; faulty generalization,false causality,0.6662499965478976,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
74,"In return for crippling our economy , the Paris Agreement would do next to nothing to impact global temperatures .",fallacy of logic; faulty generalization,fallacy of extension,0.6662499965478976,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507,6
74,"In return for crippling our economy , the Paris Agreement would do next to nothing to impact global temperatures .",fallacy of logic; faulty generalization,false dilemma,0.6662499965478976,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b,5
75,"There are no carbon emissions . If there were , we could not see because most carbon is black .",fallacy of logic,equivocation,0.6020833282421033,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
75,"There are no carbon emissions . If there were , we could not see because most carbon is black .",fallacy of logic,false causality,0.6020833282421033,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
75,"There are no carbon emissions . If there were , we could not see because most carbon is black .",fallacy of logic,faulty generalization,0.6020833282421033,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-pro-non; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507,5
77,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction .,fallacy of logic,faulty generalization,0.6272222162534793,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,13
77,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction .,fallacy of logic,false causality,0.6272222162534793,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,10
77,The failure of the 2007 polar bear survival model is a simple fact that explodes the myth that polar bears are on their way to extinction .,fallacy of logic,fallacy of extension,0.6272222162534793,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-flash-non; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
78,"In fact , human wellbeing has never been higher",fallacy of relevance; intentional,faulty generalization,0.5979166649281978,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
80,Forget what global warming activists would lead you to believe – 2015 was not even close to the hottest year on record .,fallacy of logic; fallacy of relevance,ad hominem,0.7849999974171321,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
80,Forget what global warming activists would lead you to believe – 2015 was not even close to the hottest year on record .,fallacy of logic; fallacy of relevance,fallacy of credibility,0.7849999974171321,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,7
80,Forget what global warming activists would lead you to believe – 2015 was not even close to the hottest year on record .,fallacy of logic; fallacy of relevance,appeal to emotion,0.7849999974171321,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,5
82,The U.S. National Institutes of Health have documented how influenza is aided and abetted by cold climate . Any attempt to connect a warmer climate to an increase in Lyme Disease must be accompanied by an acknowledgement of a warmer climate ’ s propensity to reduce influenza incidence and mortality . The net impact of a warmer climate on viruses and diseases such as Lyme Disease and influenza is substantially beneficial and life-saving .,fallacy of relevance,false causality,0.6043055504560471,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
82,The U.S. National Institutes of Health have documented how influenza is aided and abetted by cold climate . Any attempt to connect a warmer climate to an increase in Lyme Disease must be accompanied by an acknowledgement of a warmer climate ’ s propensity to reduce influenza incidence and mortality . The net impact of a warmer climate on viruses and diseases such as Lyme Disease and influenza is substantially beneficial and life-saving .,fallacy of relevance,false dilemma,0.6043055504560471,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
82,The U.S. National Institutes of Health have documented how influenza is aided and abetted by cold climate . Any attempt to connect a warmer climate to an increase in Lyme Disease must be accompanied by an acknowledgement of a warmer climate ’ s propensity to reduce influenza incidence and mortality . The net impact of a warmer climate on viruses and diseases such as Lyme Disease and influenza is substantially beneficial and life-saving .,fallacy of relevance,faulty generalization,0.6043055504560471,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,9
83,"Over the ages , the subtle variations in the orbits of Earth and Mars , the scientists theorize , have impacted the amount of Earth 's exposure to solar radiation and thus led to shifts in global temperatures and impacting the pattern of Earth 's ice ages .",fallacy of credibility; fallacy of relevance,false causality,0.6194444425404072,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
86,The implications for climate change are obvious . “ The world that they ’ re going to be comfortable in is wildly different from the one that we feel comfortable in .,fallacy of relevance; faulty generalization,appeal to emotion,0.7756944411744674,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
87,"As global warming pushes temperatures up , more people will die in heat waves ; a point emphasized by campaigners like UN climate chief , Christiana Figueres . What we don ’ t hear from her is that fewer people will die from cold .",fallacy of relevance,false dilemma,0.7356944407025973,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507,10
87,"As global warming pushes temperatures up , more people will die in heat waves ; a point emphasized by campaigners like UN climate chief , Christiana Figueres . What we don ’ t hear from her is that fewer people will die from cold .",fallacy of relevance,fallacy of extension,0.7356944407025973,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-pro-thinking; moonshotai/kimi-k2-thinking; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,5
88,"Ice melting in Greenland contributes more than a millimeter rise to sea level every year , and that 's likely to get worse .",false causality,faulty generalization,0.6694444427887599,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,7
92,"Ocean acidification will fry fish populations directly , too , though scientists aren ’ t yet sure how to predict the effects on the stuff we haul out of the ocean to eat ; they do know that in acid waters , oysters and mussels will struggle to grow their shells , and that when the pH of human blood drops as much as the oceans ’ pH has over the past generation , it induces seizures , comas , and sudden death .",false causality,appeal to emotion,0.5916666594644387,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
92,"Ocean acidification will fry fish populations directly , too , though scientists aren ’ t yet sure how to predict the effects on the stuff we haul out of the ocean to eat ; they do know that in acid waters , oysters and mussels will struggle to grow their shells , and that when the pH of human blood drops as much as the oceans ’ pH has over the past generation , it induces seizures , comas , and sudden death .",false causality,faulty generalization,0.5916666594644387,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,8
93,"In fact , it seems that the less the climate
changes , the louder the voices of the climate alarmists get .",false causality,faulty generalization,0.6019444401065509,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; x-ai_grok-4-fast,9
93,"In fact , it seems that the less the climate
changes , the louder the voices of the climate alarmists get .",false causality,ad hominem,0.6019444401065509,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,8
95,"Yes , you read that correctly , three million — million — years ago CO2 levels on Earth were the same as they are today , but there is one major difference between three million years ago and today… Three million years ago , we humans were not driving cars or eating the meat that requires cow farts ; we weren ’ t barbecuing or refusing to recycle or building factories ; there was no Industrial Age , no plastic , no air conditioning , no electricity , no lumber mills , no consumerism , no aerosols . In fact , three million years ago , there were probably no human beings on Earth , at least not human in the way we use that term today . And yet…",fallacy of logic; false causality,fallacy of relevance,0.6852777741849423,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,6
95,"Yes , you read that correctly , three million — million — years ago CO2 levels on Earth were the same as they are today , but there is one major difference between three million years ago and today… Three million years ago , we humans were not driving cars or eating the meat that requires cow farts ; we weren ’ t barbecuing or refusing to recycle or building factories ; there was no Industrial Age , no plastic , no air conditioning , no electricity , no lumber mills , no consumerism , no aerosols . In fact , three million years ago , there were probably no human beings on Earth , at least not human in the way we use that term today . And yet…",fallacy of logic; false causality,false dilemma,0.6852777741849423,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507,5
97,"If anything , the past 50 years has been relatively quiet . There ’ s no trend in hurricane-related flooding in the U.S .",false causality,faulty generalization,0.6676388859748841,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
100,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide .",false dilemma,faulty generalization,0.6170833280930916,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,9
100,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide .",false dilemma,fallacy of relevance,0.6170833280930916,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai_grok-4-fast,7
101,Carbon dioxide is plant food . It is neither a pollutant nor a toxin .,false dilemma,equivocation,0.6151388846337795,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,10
101,Carbon dioxide is plant food . It is neither a pollutant nor a toxin .,false dilemma,faulty generalization,0.6151388846337795,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-flash-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,7
101,Carbon dioxide is plant food . It is neither a pollutant nor a toxin .,false dilemma,fallacy of relevance,0.6151388846337795,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai/grok-4-fast-thinking,6
102,The result : our economic output would lag while other countries continued to expand their GDPs .,false dilemma,false causality,0.6090277736385663,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,14
102,The result : our economic output would lag while other countries continued to expand their GDPs .,false dilemma,appeal to emotion,0.6090277736385663,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; openai/gpt-oss-120b,5
103,"If it ’ s science , it isn ’ t consensus .",false dilemma,equivocation,0.601388883839051,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,6
103,"If it ’ s science , it isn ’ t consensus .",false dilemma,faulty generalization,0.601388883839051,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,6
104,"The 3 scientists argue that even if the planet warms by 5 degrees , humans can adjust .",false dilemma,faulty generalization,0.7412499964237214,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
104,"The 3 scientists argue that even if the planet warms by 5 degrees , humans can adjust .",false dilemma,appeal to emotion,0.7412499964237214,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-pro-thinking; moonshotai/kimi-k2-thinking; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,5
105,What we do now will determine how quickly Pine Island and Thwaites collapse .,false dilemma,false causality,0.5680555539826552,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,13
105,What we do now will determine how quickly Pine Island and Thwaites collapse .,false dilemma,appeal to emotion,0.5680555539826552,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507,7
106,"To the extent that the cost of weather disasters has risen over time , that is well known to be the result of modern society building more infrastructure in areas that are prone to damage from weather—which is almost everywhere .",false dilemma; intentional,false causality,0.5715277704099814,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
106,"To the extent that the cost of weather disasters has risen over time , that is well known to be the result of modern society building more infrastructure in areas that are prone to damage from weather—which is almost everywhere .",false dilemma; intentional,faulty generalization,0.5715277704099814,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,11
106,"To the extent that the cost of weather disasters has risen over time , that is well known to be the result of modern society building more infrastructure in areas that are prone to damage from weather—which is almost everywhere .",false dilemma; intentional,ad populum,0.5715277704099814,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai/grok-4-fast-thinking,6
107,And yet… CO2 levels were the same then as they are now…,false dilemma,false causality,0.5787499961753686,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,14
